transcription,rewritten_transcript,translation,decoded_phonemes,split
rr álávə́lɛ̂ðɛ́r,r̀ɔ́ŕ álà və́lɛ̀ðɛ̀ŕ,n/a,r o e s a l a v l e ð e ɾ,train
álávə́lɛ̂ðɛ́r ðáŋàlà ùnɛ́ɾɛ̀,álà və́lɛ̀ðɛ̀ŕ ðáŋàlà ùnɛ́ɾɛ́,n/a,a l a v l e ð e r r a l a o n e ɾ e,train
ɲàlávə́lɛ̂ðɛ̌ ɲàlávə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,ɲàlà və́lɛ̀ðɛ̀ ɲàlà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,We (excl.) pulled the sheep (away) yesterday.,ɲ a l a v l e ɲ a l a v l i v e ɲ a l a v l ð e ð a l a ʊ n e ɾ e,train
ɲàlávə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,ɲàlà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,We (excl.) pulled the sheep (away) yesterday.,ɲ a l a v l e ð e ð a ŋ a l a o n e r e,train
ɲàlávə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,ɲàlà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,n/a,ɲ a l a v l e ð e ð a ŋ l a o n e ɾ,train
ɲàlávə́lɛ̂ðɛ̀,ɲàlà və́lɛ̀ðɛ̀,We (excl.) pulled the sheep (away) yesterday.,ɲ a l a v l e v e,train
ɲálávə́lɛ̂ðɛ̀,ɲálà və́lɛ̀ðɛ̀,You all pulled (the sheep (away) yesterday).,ɲ a l a v l e v e,train
ɲálávə́lɛ̂ðɛ̌ ðàŋàlà ùnɛ́ɾɛ̀,ɲálà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,You all pulled the sheep (away) yesterday.,ɲ a l a v l i v e ð a ŋ a l ɔ n e r,train
ɲálávə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,ɲálà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,You all pulled the sheep (away) yesterday.,ɲ a l a v l e ð ð a ŋ l o n e r,train
ɲálávə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,ɲálà və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,n/a,ɲ a l a v l e ð e ð a ŋ a l a o n e r e,train
làvə́lɛ̂ðɛ̌ ðàŋàlà ùnɛ́ɾɛ̀,là və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,They pulled the sheep (away) yesterday.,l a v l ə ð e ð a ŋ a l a ɔ n a ɾ ə,train
làvə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,là və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,They pulled the sheep (away) yesterday.,l a v l e ð e ð a a l a n e ɾ,train
làvə́lɛ̂ðɛ̀ ðàŋàlà ùnɛ́ɾɛ̀,là və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,n/a,l a v l e ð e ð a n a l a o n e r e,train
ávlɛ̀ðɛ́ŋì ùnɛ̀ɾɛ̀,rə́və̀lɛ̀ðɛ́ŋì ùnɛ́ɾɛ́,n/a,a v l e ð e ŋ i u n a ɾ,train
ávlɛ̀ðɛ́ŋì ùnɛ̀ɾɛ̀,rə́və̀lɛ̀ðɛ́ŋì ùnɛ́ɾɛ́,n/a,a v l e ð e ɲ i ɔ n a r a,train
ágáŋîvə̀lɛ̀ðɛ̌ ùnɛ̀ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a d̪ a ŋ e v l e ð e o a r,train
ágáŋî́ və̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ágà áŋì və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a ɡ a ŋ i v l e ð e ʊ n e ɾ,train
ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a d̪ a n i v l e ð ɛ n ɛ r,train
ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a ð a n ɪ v l e ð e o n a ɾ e,train
ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a ɡ a ŋ ɪ v l e ð e m e r e,train
ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,a d̪ a n i b l e e o n a r,train
ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,a ð a ŋ ɪ v l e ð e o n a r e,train
ágáŋîvə̀lɛ̀ðɛ̌ ùnɛ́ɾɛ̀,ágàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled me (away) yesterday.,a ð a ŋ i v l e ð e n a r,train
kàŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,S/he pulled me (away) yesterday.,k a ŋ ɪ v l e ð e o n a r e,train
kàŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a ŋ i v l e ð o n a ɾ,train
kàŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a n e v l e ð e n a ɾ,train
kàŋîvə̀lɛ̀ðɛ̀ kàŋî,kàŋɛ̂ və̀lɛ̀ðɛ̀ kàŋì,Parts of: S/he pulled me (away) yesterday.,k a ŋ i v l i k a ŋ i,train
ɲáláŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ɲálàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɲ a l a n ɪ v l e ð e o n a ɾ e,train
làŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,làŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They pulled me (away) yesterday.,l a ŋ ɪ v l e ð e o n a r,train
làŋîvlɛ̀ðɛ̀ ùnɛ́ɾɛ̀,làŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They pulled me (away) yesterday.,l a n ɪ v l i ð e n e r,train
íŋgáŋâvə̀lɛ̀ðɛ̌ ùnɛ́ɾɛ̀,íŋgàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled you (away) yesterday.,e ŋ ɡ a ŋ a v l e ð e u n a r,train
íŋgáŋâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,íŋgàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled you (away) yesterday.,ɪ ŋ ɡ a ŋ a v l e ð e o n a r e,train
íŋgáŋâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,íŋgàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,i ŋ ɡ a ŋ v l e ð e o n r,train
íŋgáŋâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,íŋgàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,i a e ŋ ɡ a ŋ a v l e ð e o n e r,train
kàŋâvlɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,kàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,S/he pulled you (away) yesterday.,k a ŋ a v l e ð e u n e ɾ e,train
kàŋâvlɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,kàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a ŋ a v l e ð e o n e r,train
ɲàláŋâvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ɲàlàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,We excl pulled you (away) yesterday.,ɲ ɲ a l a ŋ a v l i ð u n e r e,train
ɲàláŋâvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ɲàlàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,n a l a ŋ a v l e ð e o n e r,train
ɲàláŋâvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ɲàlàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɲ a l a a v l e ð e o n e ɾ e,train
làŋâvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,làŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,l a ŋ a v l e ð e o n a r e,train
ŋ̀gɛ̀və́lɛ̂ðɛ̌ ŋ̀gɛ̀və́lɛ̂ðɛ̌ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled him/her away yesterday,ɡ e b l e e ɡ e b l e ð e o n a ɾ e,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled him/her away yesterday,ɡ e b l e ð ə u n a ɾ e,train
ŋ̀gɛ̀və́lɛ̂ðɛ̌ ùnɛ́ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled him/her away yesterday,d̪ e v l e ð e o n a r,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,I pulled him/her away yesterday,ɡ a v l e ð ə ʊ n a ɾ e,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ ɛ b l e ð ə w n a ɾ ɛ,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a b l ə d̪ a w n a ɾ a,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a v l ɛ ð a ɔ n a ɾ ə,train
ŋ̀gɛ̀və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgɛ̀ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e v l e ð a o n a ð a,train
ŋ̀gàvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You pulled him/her away yesterday,ɡ a v l e ð e o n e r e,train
ŋ̀gàvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a v l e ð e o n e ɾ e,train
ŋ̀gàŋvə́lɛ̂ðɛ̌ ŋ̀gàŋvə́lɛ̂ðɛ̌,ŋgà və́lɛ̀ðɛ̀ ŋgà və́lɛ̀ðɛ̀,S/he pulled him/her away,d̪ a ŋ b l ɛ ð ə ɡ a ŋ b l ɛ ð ə,train
ŋ̀gàŋvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,S/he pulled him/her away yesterday,ɡ a m v l e ð e ʊ a ɾ e,train
ŋ̀gàŋvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a ŋ v l e ɡ e o a r e,train
ŋ̀gàŋvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a ŋ v l ɛ ð ə o n a ɾ e,train
ŋ̀gàŋvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a ŋ v l ɛ ð ə o ɛ ɾ ə,train
ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,We two pulled him/her away yesterday.,ɡ a l v l e ð e u n e r e,train
ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l b l e ð e ʊ n a ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l v l ɛ ð ə o n a ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,d̪ a l v l e ð e ɔ n a ɾ,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,We (incl.) pulled him/her away yesterday.,d̪ a l v l e ð ɛ o a ɾ ɛ,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,n/a,ɡ a l v l e ɡ ɛ r o n e ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,n/a,ɡ a l v l e ð ɛ r ʊ n a ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̌r ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,b a l v l e ð e r n,train
ŋ̀gàlvə́lɛ̂ðɛ̌r,ŋgàl və́lɛ̀ðɛ̀,We (incl.) pulled him/her away,ɡ a l v l e ð e r,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̂,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,We (incl.) pulled him/her away yesterday.,i a ŋ ɡ a l v l e ð ɛ r o n e ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̂,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,n/a,ɡ a l v l e ð e r o n a r e,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,n/a,ɡ a l v l e ð ɛ ɾ o n a ɾ e,train
ŋ̀gàlvə́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ únɛ́ɾɛ́,n/a,ɡ a l l i d̪ a r u n a ɾ,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,We excl. pulled him/her away yesterday.,ɡ e ɲ a v l e ð e o n a r e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,We excl. pulled him/her away yesterday.,ɡ e ɲ a v l e ð e o n a r e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e ɲ a l e ð e o n a ɾ e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e ɲ a v l e ð e o n a r e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e ɲ a v l e ð e o n e ɾ e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e ɲ a v l e ð e o n a r e,train
ŋ̀gɛ̀ɲávə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲá və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,You all pulled him/her away yesterday.,ɡ ʊ i ɲ a b l ɛ ð ə ʊ n a ɾ ə,train
ŋ̀gɛ̀ɲávə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲá və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ ɲ a v l e ð e ʊ n a ɾ ə,train
ŋ̀gɛ̀ɲávə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲá və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ i ɲ a v l e ð e o n e r e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ e ɲ a v l e ð e o n e r e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ i ɲ a b l e ð e o n e r e,train
ŋ̀gɛ̀ɲávə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲá və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ ɲ a v l e ð e ʊ n a ɾ e,train
ŋ̀gɛ̌ɲâvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀ ŋ̀gɛ̀ɲávə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ŋgéɲâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́ ŋgéɲá və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,We excl. pulled him/her away yesterday. ... You all pulled him/her away yesterday.,ɡ ɲ a v l e ð e ʊ n a r e ɡ e ɲ a v l i ð e ʊ n a r e,train
ŋ̀gǎ̀lvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They pulled him/her away yesterday.,ɡ a l ɡ a l b l e ð e u n a ɾ,train
ŋ̀gǎ̀lvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ŋgàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l v l ə ð e o n a ɾ e,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,They pulled him/her away yesterday.,ɡ a l v l e ð e ʊ n a ɾ e,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l v l e ð e ʊ n e r e,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l v l e ð e o n e r e,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,n/a,a l v l e ð ə ɔ n a ɾ ə,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,n/a,d̪ a l v l e ð e n e r e,train
ŋ̀gǎl və̀lɛ̀ð ɛ̀ ùnɛ̀ɾɛ̀,ŋgâl və̀lɛ̀ð rɛ̀ ùnɛ́ɾɛ́,n/a,ɡ a l b l e ð e o n a ɾ,train
ðàŋǎl ðàvə́lɛ̂ðɛ̀ ŋénɛ̀,ðàŋàl ðà və́lɛ̀ðɛ̀ ŋɛ́ ńɛ̀,The sheep pulled the dog away.,v a ŋ a l l a v l e ð e ŋ i n,train
ðàŋàl ðàvə́lɛ̂ðɛ̀ ŋénɛ̀,ðàŋàl ðà və́lɛ̀ðɛ̀ ŋɛ́ ńɛ̀,The sheep pulled the dog away.,l a ŋ l a v l e ð e ŋ i n e,train
ðàŋàl ðàvə́lɛ̂ðɛ̀ ŋénɛ̀,ðàŋàl ðà və́lɛ̀ðɛ̀ ŋɛ́ ńɛ̀,n/a,ð a ŋ a l ð a v l e ð ə ŋ i n e,train
ðàvə́lɛ̂ðɛ̀ ŋénɛ̀,ðà və́lɛ̀ðɛ̀ ŋɛ́ ńɛ̀,n/a,ð a v l e ð e ɲ e n e,train
ðàvə́lɛ̂ðɛ̀ ŋénɛ̀,ðà və́lɛ̀ðɛ̀ ŋɛ́ ńɛ̀,n/a,ð a v l e ð ə ɲ e n e,train
ðàŋvə́lɛ̂ðɛ̌,ðà və́lɛ̀ðɛ̀,n/a,v ə v l e v ɛ,train
ðàŋvə́lɛ̂ðɛ̀,ðàŋâ və̀lɛ̀ðɛ̀,n/a,d̪ a ŋ v l e ð e,train
ðàvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ðà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,It (sheep) pulled it (dog) away,d̪ ə b l e ð e o n a ɾ e,train
ðàŋvə́lɛ̂ðɛ̀,ðàŋâ və̀lɛ̀ðɛ̀,n/a,d̪ a v l e e,train
ðàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,ðàŋâ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,j a d̪ a ŋ v l e ð e ʊ n a ɾ e,train
ŋàŋvə́lɛ̂ðɛ̀,ŋàŋɛ̂ və̀lɛ̀ðɛ̀,n/a,n a ŋ v l e v e,train
ŋàŋvə́lɛ̂ðɛ̀ ùnɛ́,ŋàŋɛ̂ və̀lɛ̀ðɛ̀ únɛ́,s/he pulled it (dog) away,n a ŋ v l e ð e ʊ ɛ ɾ e,train
ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,n/a,i a b l ɛ ð a ð a ŋ a l,train
ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,n/a,n o b l e ð o ð a ŋ a l,train
ŋà ðáŋâl və̀lɛ̀ðɛ̀,ŋà ðáŋâl və́lɛ̀ðɛ̀,n/a,ŋ a ð a a l v l e v,train
ŋà ðáŋâl və̀lɛ̀ðɛ̀,ŋà ðáŋâl və́lɛ̀ðɛ̀,n/a,n a ð a n a l v l e ð e,train
ŋà ðáŋǎl və̀lɛ̀ðɛ̀,ŋà ðáŋàl və́lɛ̀ðɛ̀,The sheep pulled it (the dog) (away),n a ð a n a l v l e ð,train
ŋà ðáŋàl və̀lɛ̀ðɛ̀,ŋà ðáŋàl və́lɛ̀ðɛ̀,The sheep pulled it (the dog) (away),n a ð a ŋ a l b l e ð e,train
ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,n/a,n a v l ɛ d̪ e d̪ a n a l,train
ðə̀vlɛ̀ðɔ̀ŋ,ðə̀və̀lɛ̀ðɔ́ŋ,n/a,ð a v l e v ɛ,train
ðə̀vlɛ̀ðɔ́ŋ únɛ̀ɾɛ̂,ðə̀və̀lɛ̀ðɔ́ŋ únɛ́ɾɛ́,It (the sheep) pulled her (the girl) away yesterday (?),ð e v l e ð o ʊ n a ɾ e,train
ðə̀vlɛ̀ðɔ́ únɛ̀ɾɛ̂,ðə̀və̀lɛ̀ðɔ́ únɛ́ɾɛ́,It (sheep) pulled it (dog) (towards) yesterday,r e v l i ð ɔ ʊ n a ɾ e t̪ s l e ð o,train
ðə̀vlɛ̀ðɔ́ únɛ̀ɾɛ̂,ðə̀və̀lɛ̀ðɔ́ únɛ́ɾɛ́,n/a,k a n s v l i ð o n ɛ ɾ,train
ðə̀vlɛ̀ðɔ́ŋ únɛ̀ɾɛ̂,ðə̀və̀lɛ̀ðɔ́ŋ únɛ́ɾɛ́,n/a,v u l e v ɛ n a ɾ e,train
kàtɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,kàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,S/he pulled all of us away yesterday.,a t e v l e ð ɛ ʊ n e r e,train
kàtɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,kàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,k a t e v l e ð ɛ r o n a ɾ e,train
kàtɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,kàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,a t ɛ r l e ð e ʊ n a r e,train
ágátɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ágàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,You sg. pulled all of us away yesterday.,a ɡ a t e v l e ð ɛ o n a ɾ e,train
ágátɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ágàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,a ɡ a t e v l e ð ɛ r o n ɛ ɾ,train
ágátɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ágàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,a d̪ a t e v l e ð ɛ ʊ n e ɾ e,train
ágátɛ́və́lɛ̂ðɛ̌r,ágàtɛ́ və́lɛ̀ðɛ̀ŕ,You sg. pulled all of us away,a ɡ a t e v l e v ɛ r,train
ágátɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ágàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,o k a t̪ ɛ l e ð a o n a ɾ e,train
ágátɛ́və́lɛ̂ðɛ̌r únɛ̀ɾɛ̀,ágàtɛ́ və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,n/a,ɛ ð a t ɛ v l ɛ ɡ ə ɔ n ɛ r e,train
íŋgátɛ́və́lɛ̂ðɛ̌r,íŋgàtɛ́ və́lɛ̀ðɛ̀,I pulled all of us away,i ŋ ɡ a t e v l e ð ɛ,train
