,src,ref,mBART_hand_label_pred,canary_pred
62,ǎn múðù kâj,that is a leopard,That is a leopard,"Hypothesis(score=0.0, y_sequence=tensor([1856, 1170, 1239, 1157, 1240, 2031, 2038, 1525]), text='This is a leopard', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
63,án múðù kâj,that is a leopard,It's the leopard that is feared,"Hypothesis(score=0.0, y_sequence=tensor([1856, 1170, 1239, 1157, 1240, 2031, 2038, 1525]), text='This is a leopard', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
64,àn íjò kɛ̂,this is a shepherd,it is a shepherd,"Hypothesis(score=0.0, y_sequence=tensor([1856, 1170, 1239, 1157, 1934, 2038, 1679, 2034]), text='This is a shepherd', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
65,íjó jɛ̀ɽcàn,two guns,I was a shepherd,"Hypothesis(score=0.0, y_sequence=tensor([2014, 1157, 1193, 1203, 1301, 1185]), text='He ate the meat', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
66,íjó jɛ̀ɽicàn,two guns,I was good,"Hypothesis(score=0.0, y_sequence=tensor([1267, 1364, 2134, 2035, 1166, 1258, 1158, 1396, 2038, 2086]), text='May/can I stop?', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
67,ed̪ɛɾɛ́ kìcə̀lò,the girl is good,the girl is good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1198, 1213, 2033, 1239, 1451, 1547]), text='the girl is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
68,èd̪ɛ̀rɛ́ kàŋíŋì,The girl saw me,the girl saw me,"Hypothesis(score=0.0, y_sequence=tensor([1687, 1190, 1252, 2049, 2027, 2071, 1159, 2071, 1461, 2044, 1317, 2044,
        1301]), text='my folks-in-law saw me', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
69,èdɛ̀rɛ́ kàŋátɛ̀,the girl saw us two,the girl saw us two,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1198, 1213, 2033, 1317, 2044, 1324]), text='the girl saw you', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
70,àń bácʊ́m kɛ̀,This is a fox,Friendship was good,"Hypothesis(score=0.0, y_sequence=tensor([1856, 1170, 1239, 1157, 1638, 2054]), text='This is a fox', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
71,nàl bàcʊ̂m,Here are foxes,Foxes are bad,"Hypothesis(score=0.0, y_sequence=tensor([1361, 2039, 1192, 1698, 1638, 2054, 1156]), text='Ngalba foxes', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
72,dìjó rìcə̀lò,The cow is good,The drop of soup is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1934, 2038, 1679, 2034, 1239, 1451, 1547, 2048]), text='The shepherd is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
73,ùmè kìcə̀lò,The fish is good,The feather is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1190, 1170, 2036, 1239, 1451, 1547, 2048]), text='The fish is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
74,wɛ̌n kìcə̀lò,The wife is good,wife is good,"Hypothesis(score=0.0, y_sequence=tensor([1308, 1476, 1239, 1451, 1547, 2086]), text='When is good?', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
75,wɛ̌n ìgùn,his wife,Parts of: This is a woman.,"Hypothesis(score=0.0, y_sequence=tensor([1712, 1172, 1420, 2024]), text='his wife', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
76,làrɔ̀ lìclò,The siblings are good,The grandchildren are good,"Hypothesis(score=0.0, y_sequence=tensor([1318, 1726, 1321, 1480, 1451, 1547]), text='chickens are good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
77,àrù kìcə̀lò,The sibling is good,The ball is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1318, 1726, 1321, 1480, 1451, 1547, 2048]), text='The chickens are good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
78,ɔ̌j kítàɽàn,The bee is small,my father is tall,"Hypothesis(score=0.0, y_sequence=tensor([1646, 1364, 1239, 1191, 1225]), text='today is big', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
79,ŋárðó lúó,Tear the shirt!,Tear the shirt!,"Hypothesis(score=0.0, y_sequence=tensor([1928, 1174, 1203, 1154, 2030, 1342, 2117]), text='Tear the dress!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
80,lə̀p ɛ́ r lìcə̀lò,The tail is good,boys are good,"Hypothesis(score=0.0, y_sequence=tensor([1687, 1190, 1185, 1679, 1239, 1451, 1547]), text='my father is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
81,lə̀pɛ́r lìcə̀lò,The tail is good,our (incl) peers are good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1213, 1190, 1185, 1679, 1239, 1451, 1547]), text='their father is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
82,ídɜ́ɽí kìcə̀ló,Herbs are good,the girl is good,"Hypothesis(score=0.0, y_sequence=tensor([1697, 2023, 2122, 1465, 1192, 2121, 1189, 2035, 1195, 1239, 1451, 1547]), text='our (dual) uncle is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
83,èlě kə̀cə̀lò,the king is good,The tortoise is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1262, 1219, 1239, 1451, 1547, 2048]), text='The king is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
84,ɛ̀lɛ̀ jɛ̀cə̀lò,the mushroom is good,the gourds are good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1302, 1451, 1547, 2048]), text='They were good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
85,ɛ̀lɛ̀ jɛ̀cə̀lǒ,mushroom is good,The gourds are good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1169, 1228, 2049, 1239, 1451, 1547]), text='The milk is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
86,ɛ̀là jɛ̀cə̀lò,mushroom is good,the farmer is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1164, 1271, 1195, 2134, 2039, 1261, 1239, 1181, 1703]), text='The candle/gum is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
87,ìlɛ́ð kìcə̀lò,the hoe is good,offspring is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1240, 1185, 1679, 1239, 1451, 1547, 2048]), text='The leather is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
88,ɜ́ɾʊ́ kìcə̀lò,the bird's nest/leather bowl is good,The water skin is good.,"Hypothesis(score=0.0, y_sequence=tensor([1190, 1335, 2033, 1239, 1451, 1547]), text='fowl is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
89,ɜ̀nì kìcə̀lò,ear/leaf is good,the skirt is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1262, 1219, 1239, 1451, 1547, 2048]), text='The king is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
90,òló kìcə̀lò,the sieve is good,elbow is good,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1239, 1451, 1547]), text='Kuku is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
91,t̪òlé t̪ə̀rǎ ŋij̀ɛ́ ŋɛ́nɛ̀,Why did the lion eat the dog?,Why did the lion eat the dog?,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1163, 1226, 1175, 1799, 1421, 2039, 2027]), text='The lion eats dogs', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
92,t̪òlé t̪ìcəlò,The lion is good,The lion is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1163, 1226, 1239, 1451, 1547, 2048]), text='The lion is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
93,tʊ̀lí t̪ìcəlò,The lions are good,the lion is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1163, 1226, 1239, 1451, 1547, 2048]), text='The lion is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
94,nɛ̀nì nìcìlò,ears are good,baskets are good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1573, 2040, 2040, 1721, 1480, 1451, 1547]), text='The rabbits are good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
95,ŋ̀wt̪út̪ú ŋìcìlò,roofs are good,the waitresses are good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1718, 2031, 2041, 2027, 2023, 2122, 2031, 2041, 1186, 1230, 1156,
        2121, 1480, 1451, 1547]), text='The roofs (of houses) are good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
96,ŋwɔ́bɛ́ɽɛ́ ŋìcìlò,flowers are good,the flower is beautiful,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1190, 2033, 1335, 1257, 1480, 1451, 1547]), text='the flowers are good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
97,kukǔ án íjɔ̀,Kuku is a shepherd,Kuku (far away),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1366, 1157, 1934, 2038, 1679, 2034]), text='Kuku was a shepherd', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
